hanja,kor,radical,radical_name,stroke_count,level,rep_pron
爭,다툴 쟁,爪,손톱 조,8,5급,쟁
貯,쌓을 저,貝,조개 패,12,5급,저
著,나타날 저,艸,풀 초,13,준3급,저
低,낮을 저,人,사람 인,7,준4급,저
抵,막을 저,手,손 수,8,준3급,저
底,밑 저,广,집 엄,8,4급,저
沮,막을 저,水,물 수,8,2급,저
寂,고요할 적,宀,집 면,11,준3급,적
笛,피리 적,竹,대 죽,11,준3급,적
跡,발자취 적,足,발 족 / 족할 족,13,준3급,적
賊,도둑 적,貝,조개 패,13,4급,적
滴,물방울 적,水,물 수,14,3급,적
摘,딸 적,手,손 수,14,준3급,적
適,맞을 적,辵,쉬엄쉬엄갈 착,15,4급,적
敵,대적할 적,攴,칠 복,15,준4급,적
積,쌓을 적,禾,벼 화,16,4급,적
績,길쌈 적,糸,실 사|가는실 멱,17,4급,적
蹟,자취 적,足,발 족 / 족할 족,18,준3급,적
籍,문서 적,竹,대 죽,20,4급,적
赤,붉을 적,赤,붉을 적,7,5급,적
的,과녁 적,白,흰 백,8,준5급,적
展,펼 전,尸,주검 시,10,준5급,전
專,오로지 전,寸,마디 촌,11,4급,전
電,번개 전,雨,비 우,13,준7급,전
傳,전할 전,人,사람 인,13,준5급,전
殿,전각 전,殳,창 수,13,준3급,전
戰,싸움 전,戈,창 과,16,준6급,전
錢,돈 전,金,쇠 금|성 김,16,4급,전
轉,구를 전,車,수레 거/차,18,4급,전
田,밭 전,田,밭 전,5,준4급,전
全,온전 전,入,들 입,6,준7급,전
甸,경기 전,田,밭 전,7,2급,전
典,법 전,八,여덟 팔,8,준5급,전
前,앞 전,刀,칼 도,9,준7급,전
絶,끊을 절,糸,실 사|가는실 멱,12,준4급,절
節,마디 절,竹,대 죽,15,준5급,절
竊,훔칠 절,穴,굴 혈,22,3급,절
切,끊을 절|온통 체,刀,칼 도,4,준5급,절
折,꺾을 절,手,손 수,7,4급,절
漸,점점 점,水,물 수,14,준3급,점
點,점 점,黑,검을 흑,17,4급,점
占,점령할/점칠 점,卜,점 복,5,4급,점
店,가게 점,广,집 엄,8,준5급,점
接,이을 접,手,손 수,11,준4급,접
蝶,나비 접,虫,벌레 훼,15,3급,접
庭,뜰 정,广,집 엄,10,준6급,정
情,뜻 정,心,마음 심,11,준5급,정
停,머물 정,人,사람 인,11,5급,정
淨,깨끗할 정,水,물 수,11,준3급,정
頂,정수리 정,頁,머리 혈,11,준3급,정
偵,염탐할 정,人,사람 인,11,2급,정
旌,기 정,方,모 방,11,2급,정
珽,옥이름 정,玉,구슬 옥,11,2급,정
程,한도/길 정,禾,벼 화,12,준4급,정
晶,맑을 정,日,날 일,12,2급,정
艇,배 정,舟,배 주,13,2급,정
楨,광나무 정,木,나무 목,13,2급,정
鼎,솥 정,鼎,솥 정,13,2급,정
精,정할 정,米,쌀 미,14,준4급,정
禎,상서로울 정,示,보일 시,14,2급,정
鄭,나라 정,邑,고을 읍,15,2급,정
靜,고요할 정,靑,푸를 청,16,4급,정
整,가지런할 정,攴,칠 복,16,4급,정
丁,고무래/장정 정,一,한 일,2,4급,정
井,우물 정,二,두 이,4,준3급,정
正,바를 정,止,그칠 지,5,준7급,정
汀,물가 정,水,물 수,5,2급,정
廷,조정 정,廴,길게걸을 인,7,준3급,정
呈,드릴 정,口,입 구,7,2급,정
定,정할 정,宀,집 면,8,6급,정
征,칠 정,彳,조금걸을 척,8,준3급,정
訂,바로잡을 정,言,말씀 언,9,3급,정
亭,정자 정,亠,돼지해머리 두,9,준3급,정
貞,곧을 정,貝,조개 패,9,준3급,정
政,정사 정,攴,칠 복,9,준4급,정
除,덜 제,阜,언덕 부,10,준4급,제
第,차례 제,竹,대 죽,11,준6급,제
祭,제사 제,示,보일 시,11,준4급,제
堤,둑 제,土,흙 토,12,3급,제
提,끌 제,手,손 수,12,준4급,제
齊,가지런할 제,齊,가지런할 제,14,준3급,제
製,지을 제,衣,옷 의,14,준4급,제
際,즈음/가 제,阜,언덕 부,14,준4급,제
諸,모두 제,言,말씀 언,16,준3급,제
劑,약제 제,刀,칼 도,16,2급,제
濟,건널 제,水,물 수,17,준4급,제
題,제목 제,頁,머리 혈,18,준6급,제
弟,아우 제,弓,활 궁,7,8급,제
制,절제할 제,刀,칼 도,8,준4급,제
帝,임금 제,巾,수건 건,9,4급,제
祖,할아비 조,示,보일 시,10,7급,조
租,조세 조,禾,벼 화,10,준3급,조
曺,성 조,曰,가로 왈,10,2급,조
祚,복 조,示,보일 시,10,2급,조
條,가지 조,木,나무 목,11,4급,조
組,짤 조,糸,실 사|가는실 멱,11,4급,조
鳥,새 조,鳥,새 조,11,준4급,조
造,지을 조,辵,쉬엄쉬엄갈 착,11,준4급,조
措,둘 조,手,손 수,11,2급,조
釣,낚을/낚시 조,金,쇠 금|성 김,11,2급,조
彫,새길 조,彡,터럭 삼,11,2급,조
朝,아침 조,月,달 월,12,6급,조
照,비칠 조,火,불 화,13,준3급,조
趙,나라 조,走,달릴 주,14,2급,조
調,고를 조,言,말씀 언,15,준5급,조
潮,밀물/조수 조,水,물 수,15,4급,조
操,잡을 조,手,손 수,16,5급,조
燥,마를 조,火,불 화,17,3급,조
弔,조상할 조,弓,활 궁,4,3급,조
兆,억조 조,儿,어진사람 인,6,준3급,조
早,이를 조,日,날 일,6,준4급,조
助,도울 조,力,힘 력,7,준4급,조
族,겨레 족,方,모 방,11,6급,족
足,발 족,足,발 족 / 족할 족,7,준7급,족
尊,높을 존,寸,마디 촌,12,준4급,존
存,있을 존,子,아들 자,6,4급,존
卒,마칠 졸,十,열 십,8,준5급,졸
拙,졸할 졸,手,손 수,8,3급,졸
終,마칠 종,糸,실 사|가는실 멱,11,5급,종
從,좇을 종,彳,조금걸을 척,11,4급,종
琮,옥홀 종,玉,구슬 옥,12,2급,종
種,씨 종,禾,벼 화,14,준5급,종
綜,모을 종,糸,실 사|가는실 멱,14,2급,종
縱,세로 종,糸,실 사|가는실 멱,17,준3급,종
鍾,쇠북 종,金,쇠 금|성 김,17,4급,종
宗,마루 종,宀,집 면,8,준4급,종
座,자리 좌,广,집 엄,10,4급,좌
左,왼 좌,工,장인 공,5,준7급,좌
佐,도울 좌,人,사람 인,7,3급,좌
坐,앉을 좌,土,흙 토,7,준3급,좌
罪,허물 죄,网,그물 망,13,5급,죄
珠,구슬 주,玉,구슬 옥,10,준3급,주
株,그루 주,木,나무 목,10,준3급,주
酒,술 주,酉,닭 유,10,4급,주
晝,낮 주,日,날 일,11,6급,주
週,주일 주,辵,쉬엄쉬엄갈 착,12,준5급,주
駐,머무를 주,馬,말 마,15,2급,주
疇,이랑 주,田,밭 전,19,2급,주
鑄,쇠불릴 주,金,쇠 금|성 김,22,준3급,주
主,임금/주인 주,丶,점 주,5,7급,주
州,고을 주,巛,내 천,6,준5급,주
舟,배 주,舟,배 주,6,3급,주
朱,붉을 주,木,나무 목,6,4급,주
住,살 주,人,사람 인,7,7급,주
走,달릴 주,走,달릴 주,7,준4급,주
注,부을 주,水,물 수,8,준6급,주
宙,집 주,宀,집 면,8,준3급,주
周,두루 주,口,입 구,8,4급,주
柱,기둥 주,木,나무 목,9,준3급,주
奏,아뢸 주,大,큰 대,9,준3급,주
洲,물가 주,水,물 수,9,준3급,주
竹,대 죽,竹,대 죽,6,준4급,죽
准,비준 준,冫,얼음 빙,10,2급,준
浚,깊게할 준,水,물 수,10,2급,준
峻,높을/준엄할 준,山,메 산,10,2급,준
埈,높을 준,土,흙 토,10,2급,준
晙,밝을 준,日,날 일,11,2급,준
準,준할 준,水,물 수,13,준4급,준
遵,좇을 준,辵,쉬엄쉬엄갈 착,16,3급,준
駿,준마 준,馬,말 마,17,2급,준
濬,깊을 준,水,물 수,17,2급,준
俊,준걸 준,人,사람 인,9,3급,준
衆,무리 중,血,피 혈,12,준4급,중
中,가운데 중,丨,뚫을 곤,4,8급,중
仲,버금 중,人,사람 인,6,준3급,중
重,무거울 중,里,마을 리,9,7급,중
卽,곧 즉,卩,병부 절,9,준3급,즉
症,증세 증,疒,병들어기댈 녁,10,준3급,증
曾,일찍 증,曰,가로 왈,12,준3급,증
蒸,찔 증,艸,풀 초,14,준3급,증
憎,미울 증,心,마음 심,15,준3급,증
增,더할 증,土,흙 토,15,준4급,증
贈,줄 증,貝,조개 패,19,3급,증
證,증거 증,言,말씀 언,19,4급,증
紙,종이 지,糸,실 사|가는실 멱,10,7급,지
脂,기름 지,肉,고기 육,10,2급,지
智,슬기/지혜 지,日,날 일,12,4급,지
誌,기록할 지,言,말씀 언,14,4급,지
遲,더딜/늦을 지,辵,쉬엄쉬엄갈 착,16,3급,지
止,그칠 지,止,그칠 지,4,5급,지
之,갈 지,丿,삐침 별,4,준3급,지
支,지탱할 지,支,지탱할 지,4,준4급,지
只,다만 지,口,입 구,5,3급,지
地,땅 지,土,흙 토,6,7급,지
池,못 지,水,물 수,6,준3급,지
至,이를 지,至,이를 지,6,준4급,지
旨,뜻 지,日,날 일,6,2급,지
志,뜻 지,心,마음 심,7,준4급,지
址,터 지,土,흙 토,7,2급,지
知,알 지,矢,화살 시,8,준5급,지
枝,가지 지,木,나무 목,8,준3급,지
芝,지초 지,艸,풀 초,8,2급,지
持,가질 지,手,손 수,9,4급,지
指,가리킬 지,手,손 수,9,준4급,지
稙,올벼 직,禾,벼 화,13,2급,직
稷,피 직,禾,벼 화,15,2급,직
織,짤 직,糸,실 사|가는실 멱,18,4급,직
職,직분 직,耳,귀 이,18,준4급,직
直,곧을 직,目,눈 목,8,준7급,직
振,떨칠 진,手,손 수,10,준3급,진
陣,진칠 진,阜,언덕 부,10,4급,진
眞,참 진,目,눈 목,10,준4급,진
秦,성 진,禾,벼 화,10,2급,진
晋,진나라 진,日,날 일,10,2급,진
陳,베풀/묵을 진,阜,언덕 부,11,준3급,진
進,나아갈 진,辵,쉬엄쉬엄갈 착,12,준4급,진
診,진찰할 진,言,말씀 언,12,2급,진
盡,다할 진,皿,그릇 명,14,4급,진
塵,티끌 진,土,흙 토,14,2급,진
震,우레 진,雨,비 우,15,준3급,진
鎭,진압할 진,金,쇠 금|성 김,18,준3급,진
辰,별 진|때 신,辰,별 진|때 신,7,준3급,진
珍,보배 진,玉,구슬 옥,9,4급,진
津,나루 진,水,물 수,9,2급,진
疾,병 질,疒,병들어기댈 녁,10,준3급,질
秩,차례 질,禾,벼 화,10,준3급,질
窒,막힐 질,穴,굴 혈,11,2급,질
質,바탕 질,貝,조개 패,15,준5급,질
姪,조카 질,女,계집 녀,9,3급,질
執,잡을 집,土,흙 토,11,준3급,집
集,모을 집,隹,새 추,12,준6급,집
輯,모을 집,車,수레 거/차,16,2급,집
徵,부를 징,彳,조금걸을 척,15,준3급,징
懲,징계할 징,心,마음 심,19,3급,징
茶,차 다|차 차,艸,풀 초,10,준3급,차
借,빌/빌릴 차,人,사람 인,10,준3급,차
差,다를 차,工,장인 공,10,4급,차
遮,가릴 차,辵,쉬엄쉬엄갈 착,15,2급,차
且,또 차,一,한 일,5,3급,차
此,이 차,止,그칠 지,6,준3급,차
次,버금 차,欠,하품 흠,6,준4급,차
車,수레 거|수레 차,車,수레 거/차,7,준7급,차
捉,잡을 착,手,손 수,10,3급,착
着,붙을 착,目,눈 목,12,준5급,착
錯,어긋날 착,金,쇠 금|성 김,16,준3급,착
餐,밥 찬,食,밥/먹을 식,16,2급,찬
璨,옥빛 찬,玉,구슬 옥,17,2급,찬
燦,빛날 찬,火,불 화,17,2급,찬
贊,도울 찬,貝,조개 패,19,준3급,찬
瓚,옥잔 찬,玉,구슬 옥,23,2급,찬
讚,기릴 찬,言,말씀 언,26,4급,찬
鑽,뚫을 찬,金,쇠 금|성 김,27,2급,찬
察,살필 찰,宀,집 면,14,준4급,찰
札,편지 찰,木,나무 목,5,2급,찰
刹,절 찰,刀,칼 도,8,2급,찰
參,참여할 참,厶,사사 사,11,준5급,참
斬,벨 참,斤,근/날 근,11,2급,참
慘,참혹할 참,心,마음 심,14,3급,참
慙,부끄러워할 참,心,마음 심,15,3급,참
倉,곳집 창,人,사람 인,10,준3급,창
窓,창 창,穴,굴 혈,11,준6급,창
唱,부를 창,口,입 구,11,5급,창
創,비롯할 창,刀,칼 도,12,준4급,창
敞,시원할 창,攴,칠 복,12,2급,창
滄,큰바다 창,水,물 수,13,2급,창
暢,화창할 창,日,날 일,14,3급,창
蒼,푸를 창,艸,풀 초,14,준3급,창
彰,드러날 창,彡,터럭 삼,14,2급,창
昌,창성할 창,日,날 일,8,준3급,창
昶,해길/트일 창,日,날 일,9,2급,창
彩,채색 채,彡,터럭 삼,11,준3급,채
採,캘 채,手,손 수,11,4급,채
埰,사패지 채,土,흙 토,11,2급,채
菜,나물 채,艸,풀 초,12,준3급,채
債,빚 채,人,사람 인,13,준3급,채
蔡,성 채,艸,풀 초,15,2급,채
采,풍채 채,釆,나눌 변,8,2급,채
責,꾸짖을 책,貝,조개 패,11,준5급,책
策,꾀 책,竹,대 죽,12,준3급,책
冊,책 책,冂,멀 경,5,4급,책
處,곳 처,虍,호피무늬 호,11,준4급,처
悽,슬퍼할 처,心,마음 심,11,2급,처
妻,아내 처,女,계집 녀,8,준3급,처
隻,외짝 척,隹,새 추,10,2급,척
陟,오를 척,阜,언덕 부,10,2급,척
戚,친척 척,戈,창 과,11,준3급,척
尺,자 척,尸,주검 시,4,준3급,척
斥,물리칠 척,斤,근/날 근,5,3급,척
刺,찌를 자|찌를 척,刀,칼 도,8,준3급,척
拓,넓힐 척,手,손 수,8,준3급,척
淺,얕을 천,水,물 수,11,준3급,천
釧,팔찌 천,金,쇠 금|성 김,11,2급,천
踐,밟을 천,足,발 족 / 족할 족,15,준3급,천
賤,천할 천,貝,조개 패,15,준3급,천
遷,옮길 천,辵,쉬엄쉬엄갈 착,15,준3급,천
薦,천거할 천,艸,풀 초,17,3급,천
千,일천 천,十,열 십,3,7급,천
川,내 천,巛,내 천,3,7급,천
天,하늘 천,大,큰 대,4,7급,천
泉,샘 천,水,물 수,9,4급,천
哲,밝을 철,口,입 구,10,준3급,철
喆,밝을/쌍길 철,口,입 구,12,2급,철
徹,통할 철,彳,조금걸을 척,15,준3급,철
撤,거둘 철,手,손 수,15,2급,철
澈,맑을 철,水,물 수,15,2급,철
鐵,쇠 철,金,쇠 금|성 김,21,5급,철
添,더할 첨,水,물 수,11,3급,첨
瞻,볼 첨,目,눈 목,18,2급,첨
尖,뾰족할 첨,小,작을 소,6,3급,첨
諜,염탐할 첩,言,말씀 언,16,2급,첩
妾,첩 첩,女,계집 녀,8,3급,첩
淸,맑을 청,水,물 수,11,준6급,청
晴,갤 청,日,날 일,12,3급,청
請,청할 청,言,말씀 언,15,준4급,청
聽,들을 청,耳,귀 이,22,4급,청
廳,관청 청,广,집 엄,25,4급,청
靑,푸를 청,靑,푸를 청,8,8급,청
逮,잡을 체,辵,쉬엄쉬엄갈 착,12,3급,체
替,바꿀 체,曰,가로 왈,12,3급,체
遞,갈릴 체,辵,쉬엄쉬엄갈 착,14,3급,체
滯,막힐 체,水,물 수,14,준3급,체
締,맺을 체,糸,실 사|가는실 멱,15,2급,체
體,몸 체,骨,뼈 골,23,준6급,체
草,풀 초,艸,풀 초,10,7급,초
哨,망볼 초,口,입 구,10,2급,초
超,뛰어넘을 초,走,달릴 주,12,준3급,초
焦,탈 초,火,불 화,12,2급,초
楚,초나라 초,木,나무 목,13,2급,초
礎,주춧돌 초,石,돌 석,18,준3급,초
初,처음 초,刀,칼 도,7,5급,초
抄,뽑을 초,手,손 수,7,3급,초
肖,닮을/같을 초,肉,고기 육,7,준3급,초
招,부를 초,手,손 수,8,4급,초
秒,분초 초,禾,벼 화,9,3급,초
蜀,나라이름 촉,虫,벌레 훼,13,2급,촉
燭,촛불 촉,火,불 화,17,3급,촉
觸,닿을 촉,角,뿔 각,20,준3급,촉
促,재촉할 촉,人,사람 인,9,준3급,촉
寸,마디 촌,寸,마디 촌,3,8급,촌
村,마을 촌,木,나무 목,7,7급,촌
銃,총 총,金,쇠 금|성 김,14,준4급,총
聰,귀밝을 총,耳,귀 이,17,3급,총
總,다 총,糸,실 사|가는실 멱,17,준4급,총
崔,성/높을 최,山,메 산,11,2급,최
最,가장 최,曰,가로 왈,12,5급,최
催,재촉할 최,人,사람 인,13,준3급,최
追,쫓을/따를 추,辵,쉬엄쉬엄갈 착,10,준3급,추
推,밀 추,手,손 수,11,4급,추
鄒,추나라 추,邑,고을 읍,13,2급,추
楸,가래 추,木,나무 목,13,2급,추
醜,추할 추,酉,닭 유,17,3급,추
趨,달아날 추,走,달릴 주,17,2급,추
抽,뽑을 추,手,손 수,8,3급,추
秋,가을 추,禾,벼 화,9,7급,추
祝,빌 축,示,보일 시,10,5급,축
畜,짐승 축,田,밭 전,10,준3급,축
逐,쫓을 축,辵,쉬엄쉬엄갈 착,11,3급,축
軸,굴대 축,車,수레 거/차,12,2급,축
蓄,모을 축,艸,풀 초,14,준4급,축
築,쌓을 축,竹,대 죽,16,준4급,축
縮,줄일 축,糸,실 사|가는실 멱,17,4급,축
蹴,찰 축,足,발 족 / 족할 족,19,2급,축
丑,소 축,一,한 일,4,3급,축
椿,참죽나무 춘,木,나무 목,13,2급,춘
春,봄 춘,日,날 일,9,7급,춘
出,날 출,凵,입벌릴 감,5,7급,출
衷,속마음 충,衣,옷 의,10,2급,충
衝,찌를 충,行,다닐 행|항렬 항,15,준3급,충
蟲,벌레 충,虫,벌레 훼,18,준4급,충
充,채울 충,儿,어진사람 인,6,준5급,충
沖,화할 충,水,물 수,7,2급,충
忠,충성 충,心,마음 심,8,준4급,충
臭,냄새 취,自,스스로 자,10,3급,취
就,나아갈 취,尢,절름발이 왕,12,4급,취
聚,모을 취,耳,귀 이,14,2급,취
醉,취할 취,酉,닭 유,15,준3급,취
趣,뜻 취,走,달릴 주,15,4급,취
吹,불 취,口,입 구,7,준3급,취
取,가질 취,又,또 우,8,준4급,취
炊,불땔 취,火,불 화,8,2급,취
側,곁 측,人,사람 인,11,준3급,측
測,헤아릴 측,水,물 수,12,준4급,측
層,층 층,尸,주검 시,15,4급,층
致,이를 치,至,이를 지,10,5급,치
値,값 치,人,사람 인,10,준3급,치
恥,부끄러울 치,心,마음 심,10,준3급,치
稚,어릴 치,禾,벼 화,13,준3급,치
置,둘 치,网,그물 망,13,준4급,치
雉,꿩 치,隹,새 추,13,2급,치
齒,이 치,齒,이 치,15,준4급,치
治,다스릴 치,水,물 수,8,준4급,치
峙,언덕 치,山,메 산,9,2급,치
則,법칙 칙,刀,칼 도,9,5급,칙
親,친할 친,見,볼 견|뵈올 현,16,6급,친
漆,옻 칠,水,물 수,14,준3급,칠
七,일곱 칠,一,한 일,2,8급,칠
浸,잠길 침,水,물 수,10,준3급,침
針,바늘 침,金,쇠 금|성 김,10,4급,침
寢,잘 침,宀,집 면,14,4급,침
沈,잠길 침|성씨 심,水,물 수,7,준3급,침
枕,베개 침,木,나무 목,8,3급,침
侵,침노할 침,人,사람 인,9,준4급,침
稱,일컬을 칭,禾,벼 화,14,4급,칭
快,쾌할 쾌,心,마음 심,7,준4급,쾌
墮,떨어질 타,土,흙 토,15,3급,타
他,다를 타,人,사람 인,5,5급,타
打,칠 타,手,손 수,5,5급,타
妥,온당할 타,女,계집 녀,7,3급,타
託,부탁할 탁,言,말씀 언,10,2급,탁
琢,다듬을 탁,玉,구슬 옥,12,2급,탁
濁,흐릴 탁,水,물 수,16,3급,탁
濯,씻을 탁,水,물 수,17,3급,탁
托,맡길 탁,手,손 수,6,3급,탁
卓,높을 탁,十,열 십,8,5급,탁
誕,낳을/거짓 탄,言,말씀 언,14,3급,탄
歎,탄식할 탄,欠,하품 흠,15,4급,탄
彈,탄알 탄,弓,활 궁,15,4급,탄
灘,여울 탄,水,물 수,22,2급,탄
炭,숯 탄,火,불 화,9,5급,탄
脫,벗을 탈,肉,고기 육,11,4급,탈
奪,빼앗을 탈,大,큰 대,14,준3급,탈
耽,즐길 탐,耳,귀 이,10,2급,탐
貪,탐할 탐,貝,조개 패,11,3급,탐
探,찾을 탐,手,손 수,11,4급,탐
塔,탑 탑,土,흙 토,13,준3급,탑
湯,끓일 탕,水,물 수,12,준3급,탕
泰,클 태,水,물 수,10,준3급,태
態,모습 태,心,마음 심,14,준4급,태
颱,태풍 태,風,바람 풍,14,2급,태
太,클 태,大,큰 대,4,6급,태
台,별 태,口,입 구,5,2급,태
兌,바꿀/기쁠 태,儿,어진사람 인,7,2급,태
怠,게으를 태,心,마음 심,9,3급,태
殆,거의 태,歹,뼈앙상할 알|나쁠 대,9,준3급,태
胎,아이밸 태,肉,고기 육,9,2급,태
澤,못 택,水,물 수,16,준3급,택
擇,가릴 택,手,손 수,16,4급,택
宅,집 택,宀,집 면,6,준5급,택
討,칠 토,言,말씀 언,10,4급,토
土,흙 토,土,흙 토,3,8급,토
吐,토할 토,口,입 구,6,준3급,토
兔,토끼 토,儿,어진사람 인,8,준3급,토
通,통할 통,辵,쉬엄쉬엄갈 착,11,6급,통
痛,아플 통,疒,병들어기댈 녁,12,4급,통
統,거느릴 통,糸,실 사|가는실 멱,12,준4급,통
退,물러날 퇴,辵,쉬엄쉬엄갈 착,10,준4급,퇴
透,사무칠 투,辵,쉬엄쉬엄갈 착,11,준3급,투
鬪,싸움 투,鬥,싸울 투,20,4급,투
投,던질 투,手,손 수,7,4급,투
特,특별할 특,牛,소 우,10,6급,특
